pattern_id,count,tl,tr,bl,br,tiles,pals,hflips,vflips,priority
850,1,0x2502,0x2503,0x2902,0x2903,"0x102,0x103,0x102,0x103","2,2,2,2","1,1,0,0","0,0,1,1","0,0,0,0"
851,1,0x2502,0x2503,0x3102,0x2903,"0x102,0x103,0x102,0x103","2,2,3,2","1,1,0,0","0,0,0,1","0,0,0,0"
852,1,0x2502,0x3103,0x2E02,0x2103,"0x102,0x103,0x202,0x103","2,3,2,2","1,0,1,0","0,0,1,0","0,0,0,0"
853,1,0x3102,0x3103,0x2E02,0x2F03,"0x102,0x103,0x202,0x303","3,3,2,2","0,0,1,1","0,0,1,1","0,0,0,0"
854,1,0x2902,0x2E03,0x2102,0x2203,"0x102,0x203,0x102,0x203","2,2,2,2","0,1,0,0","1,1,0,0","0,0,0,0"
855,1,0x3E12,0x3E13,0x2E12,0x2E13,"0x212,0x213,0x212,0x213","3,3,2,2","1,1,1,1","1,1,1,1","0,0,0,0"
856,1,0x3E12,0x3E13,0x4212,0x4213,"0x212,0x213,0x212,0x213","3,3,4,4","1,1,0,0","1,1,0,0","0,0,0,0"
857,1,0x4112,0x3E13,0x2112,0x2E13,"0x112,0x213,0x112,0x213","4,3,2,2","0,1,0,1","0,1,0,1","0,0,0,0"
858,1,0x3E12,0x3E13,0x2D12,0x4213,"0x212,0x213,0x112,0x213","3,3,2,4","1,1,1,0","1,1,1,0","0,0,0,0"
859,1,0x2E12,0x2E13,0x2F12,0x2F13,"0x212,0x213,0x312,0x313","2,2,2,2","1,1,1,1","1,1,1,1","0,0,0,0"
860,1,0x4212,0x4113,0x2112,0x2F13,"0x212,0x113,0x112,0x313","4,4,2,2","0,0,0,1","0,0,0,1","0,0,0,0"
861,1,0x4112,0x3E13,0x2D12,0x2E13,"0x112,0x213,0x112,0x213","4,3,2,2","0,1,1,1","0,1,1,1","0,0,0,0"
862,1,0x2E12,0x2D13,0x2112,0x2F13,"0x212,0x113,0x112,0x313","2,2,2,2","1,1,0,1","1,1,0,1","0,0,0,0"
863,1,0x2E12,0x4213,0x2112,0x2113,"0x212,0x213,0x112,0x113","2,4,2,2","1,0,0,0","1,0,0,0","0,0,0,0"
864,1,0x4212,0x4113,0x2E12,0x2E13,"0x212,0x113,0x212,0x213","4,4,2,2","0,0,1,1","0,0,1,1","0,0,0,0"
865,1,0x3E12,0x3E13,0x2D12,0x2E13,"0x212,0x213,0x112,0x213","3,3,2,2","1,1,1,1","1,1,1,1","0,0,0,0"
866,1,0x4112,0x4113,0x2D12,0x2E13,"0x112,0x113,0x112,0x213","4,4,2,2","0,0,1,1","0,0,1,1","0,0,0,0"
867,1,0x4212,0x4213,0x2E12,0x2113,"0x212,0x213,0x212,0x113","4,4,2,2","0,0,1,0","0,0,1,0","0,0,0,0"
868,1,0x3E12,0x4113,0x2D12,0x2E13,"0x212,0x113,0x112,0x213","3,4,2,2","1,0,1,1","1,0,1,1","0,0,0,0"
869,1,0x2D12,0x2E13,0x2F12,0x2113,"0x112,0x213,0x312,0x113","2,2,2,2","1,1,1,0","1,1,1,0","0,0,0,0"
870,1,0x4112,0x4213,0x2D12,0x2E13,"0x112,0x213,0x112,0x213","4,4,2,2","0,0,1,1","0,0,1,1","0,0,0,0"
871,1,0x2D12,0x2E13,0x2112,0x2F13,"0x112,0x213,0x112,0x313","2,2,2,2","1,1,0,1","1,1,0,1","0,0,0,0"
872,1,0x2D12,0x2E13,0x2112,0x2213,"0x112,0x213,0x112,0x213","2,2,2,2","1,1,0,0","1,1,0,0","0,0,0,0"
873,1,0x5102,0x5203,0x5202,0x5403,"0x102,0x203,0x202,0x003","5,5,5,5","0,0,0,1","0,0,0,0","0,0,0,0"
874,1,0x5102,0x5303,0x5302,0x5403,"0x102,0x303,0x302,0x003","5,5,5,5","0,0,0,1","0,0,0,0","0,0,0,0"
875,1,0x5102,0x5303,0x2502,0x5422,"0x102,0x303,0x102,0x022","5,5,2,5","0,0,1,1","0,0,0,0","0,0,0,0"
876,1,0x5102,0x5103,0x5167,0x5439,"0x102,0x103,0x167,0x039","5,5,5,5","0,0,0,1","0,0,0,0","0,0,0,0"
877,1,0x5302,0x5103,0x5167,0x5239,"0x302,0x103,0x167,0x239","5,5,5,5","0,0,0,0","0,0,0,0","0,0,0,0"
878,1,0x5102,0x5203,0x5404,0x2505,"0x102,0x203,0x004,0x105","5,5,5,2","0,0,1,1","0,0,0,0","0,0,0,0"
879,1,0x5102,0x5103,0x2504,0x2505,"0x102,0x103,0x104,0x105","5,5,2,2","0,0,1,1","0,0,0,0","0,0,0,0"
880,1,0x5202,0x5103,0x5404,0x2505,"0x202,0x103,0x004,0x105","5,5,5,2","0,0,1,1","0,0,0,0","0,0,0,0"
881,1,0x5302,0x5203,0x5404,0x5405,"0x302,0x203,0x004,0x005","5,5,5,5","0,0,1,1","0,0,0,0","0,0,0,0"
882,1,0x2504,0x2505,0xB66C,0xB66D,"0x104,0x105,0x26C,0x26D","2,2,3,3","1,1,1,1","0,0,0,0","0,0,1,1"
883,1,0x2504,0x2505,0xB66E,0xB66F,"0x104,0x105,0x26E,0x26F","2,2,3,3","1,1,1,1","0,0,0,0","0,0,1,1"
884,1,0x2504,0x2505,0xB65A,0xB55B,"0x104,0x105,0x25A,0x15B","2,2,3,3","1,1,1,1","0,0,0,0","0,0,1,1"
885,1,0x2504,0x2505,0xB504,0xB605,"0x104,0x105,0x104,0x205","2,2,3,3","1,1,1,1","0,0,0,0","0,0,1,1"
886,1,0xB604,0x2505,0xB404,0xB805,"0x204,0x105,0x004,0x005","3,2,3,3","1,1,1,0","0,0,0,1","1,0,1,1"
887,1,0xB604,0xB605,0xB404,0xB605,"0x204,0x205,0x004,0x205","3,3,3,3","1,1,1,1","0,0,0,0","1,1,1,1"
888,1,0xB604,0xB605,0x2504,0xB605,"0x204,0x205,0x104,0x205","3,3,2,3","1,1,1,1","0,0,0,0","1,1,0,1"
889,1,0x2504,0x2605,0xB604,0x2605,"0x104,0x205,0x204,0x205","2,2,3,2","1,1,1,1","0,0,0,0","0,0,1,0"
890,1,0xB504,0xB605,0xB504,0xB405,"0x104,0x205,0x104,0x005","3,3,3,3","1,1,1,1","0,0,0,0","1,1,1,1"
891,1,0xB404,0xB805,0xB567,0xB439,"0x004,0x005,0x167,0x039","3,3,3,3","1,0,1,1","0,1,0,0","1,1,1,1"
892,1,0xB404,0xB805,0xB667,0x2539,"0x004,0x005,0x267,0x139","3,3,3,2","1,0,1,1","0,1,0,0","1,1,1,0"
893,1,0xB658,0x2559,0x2567,0x2539,"0x258,0x159,0x167,0x139","3,2,2,2","1,1,1,1","0,0,0,0","1,0,0,0"
894,1,0xB56C,0xB66D,0xB604,0xB605,"0x16C,0x26D,0x204,0x205","3,3,3,3","1,1,1,1","0,0,0,0","1,1,1,1"
895,1,0xB56E,0xB46F,0xB567,0xB539,"0x16E,0x06F,0x167,0x139","3,3,3,3","1,1,1,1","0,0,0,0","1,1,1,1"
896,1,0xB45A,0xB85B,0xB623,0x2503,"0x05A,0x05B,0x223,0x103","3,3,3,2","1,0,1,1","0,1,0,0","1,1,1,0"
897,1,0xB458,0xB659,0x2502,0x2503,"0x058,0x259,0x102,0x103","3,3,2,2","1,1,1,1","0,0,0,0","1,1,0,0"
898,1,0xB512,0xB513,0x2512,0xB213,"0x112,0x113,0x112,0x213","3,3,2,3","1,1,1,0","0,0,0,0","1,1,0,1"
899,1,0xB512,0xB813,0xAE12,0xB313,"0x112,0x013,0x212,0x313","3,3,2,3","1,0,1,0","0,1,1,0","1,1,1,1"
900,1,0xB412,0xB513,0xB312,0xAE13,"0x012,0x113,0x312,0x213","3,3,3,2","1,1,0,1","0,0,0,1","1,1,1,1"
901,1,0xB312,0xB313,0xB212,0x2513,"0x312,0x313,0x212,0x113","3,3,3,2","0,0,0,1","0,0,0,0","1,1,1,0"
902,1,0xB312,0xB513,0x2512,0x2513,"0x312,0x113,0x112,0x113","3,3,2,2","0,1,1,1","0,0,0,0","1,1,0,0"
903,1,0xB412,0xB413,0xB212,0xB313,"0x012,0x013,0x212,0x313","3,3,3,3","1,1,0,0","0,0,0,0","1,1,1,1"
904,1,0xB512,0xB513,0xB312,0xB213,"0x112,0x113,0x312,0x213","3,3,3,3","1,1,0,0","0,0,0,0","1,1,1,1"
905,1,0xB312,0x2513,0x2512,0x2513,"0x312,0x113,0x112,0x113","3,2,2,2","0,1,1,1","0,0,0,0","1,0,0,0"
906,1,0x2512,0xB313,0x2512,0x2513,"0x112,0x313,0x112,0x113","2,3,2,2","1,0,1,1","0,0,0,0","0,1,0,0"
907,1,0xB512,0xB413,0xB220,0xAD24,"0x112,0x013,0x220,0x124","3,3,3,2","1,1,0,1","0,0,0,1","1,1,1,1"
908,1,0xB512,0xB313,0xAE77,0xB248,"0x112,0x313,0x277,0x248","3,3,2,3","1,0,1,0","0,0,1,0","1,1,1,1"
909,1,0xB312,0x2513,0x2677,0x2648,"0x312,0x113,0x277,0x248","3,2,2,2","0,1,1,1","0,0,0,0","1,0,0,0"
910,1,0x2512,0xB213,0x2614,0x2504,"0x112,0x213,0x214,0x104","2,3,2,2","1,0,1,1","0,0,0,0","0,1,0,0"
911,1,0xB312,0xB513,0x2514,0xB204,"0x312,0x113,0x114,0x204","3,3,2,3","0,1,1,0","0,0,0,0","1,1,0,1"
912,1,0xB312,0xB313,0xB214,0x2504,"0x312,0x313,0x214,0x104","3,3,3,2","0,0,0,1","0,0,0,0","1,1,1,0"
913,1,0xB212,0x2613,0x2514,0x2504,"0x212,0x213,0x114,0x104","3,2,2,2","0,1,1,1","0,0,0,0","1,0,0,0"
914,1,0xB614,0xB604,0x257C,0x257D,"0x214,0x204,0x17C,0x17D","3,3,2,2","1,1,1,1","0,0,0,0","1,1,0,0"
915,1,0xB614,0xB604,0xA97E,0xA97F,"0x214,0x204,0x17E,0x17F","3,3,2,2","1,1,0,0","0,0,1,1","1,1,1,1"
916,1,0xB614,0xA904,0xB66A,0xB66B,"0x214,0x104,0x26A,0x26B","3,2,3,3","1,0,1,1","0,1,0,0","1,1,1,1"
917,1,0xB614,0xB604,0xB614,0xA904,"0x214,0x204,0x214,0x104","3,3,3,2","1,1,1,0","0,0,0,1","1,1,1,1"
918,1,0x2514,0xB604,0x2514,0xB604,"0x114,0x204,0x114,0x204","2,3,2,3","1,1,1,1","0,0,0,0","0,1,0,1"
919,1,0xB614,0xB604,0xB614,0xB604,"0x214,0x204,0x214,0x204","3,3,3,3","1,1,1,1","0,0,0,0","1,1,1,1"
920,1,0x2514,0xB604,0x2514,0x2504,"0x114,0x204,0x114,0x104","2,3,2,2","1,1,1,1","0,0,0,0","0,1,0,0"
921,1,0xA914,0xA904,0x2514,0xB604,"0x114,0x104,0x114,0x204","2,2,2,3","0,0,1,1","1,1,0,0","1,1,0,1"
922,1,0xA914,0xB604,0x2514,0x2504,"0x114,0x204,0x114,0x104","2,3,2,2","0,1,1,1","1,0,0,0","1,1,0,0"
923,1,0xA914,0x2504,0x2577,0x2548,"0x114,0x104,0x177,0x148","2,2,2,2","0,1,1,1","1,0,0,0","1,0,0,0"
924,1,0xB614,0xB604,0xB677,0x2548,"0x214,0x204,0x277,0x148","3,3,3,2","1,1,1,1","0,0,0,0","1,1,1,0"
925,1,0xB668,0xB669,0xA977,0xA948,"0x268,0x269,0x177,0x148","3,3,2,2","1,1,0,0","0,0,1,1","1,1,1,1"
926,1,0xB67C,0x267D,0x2614,0x2604,"0x27C,0x27D,0x214,0x204","3,2,2,2","1,1,1,1","0,0,0,0","1,0,0,0"
927,1,0x257E,0xB67F,0x2577,0x2548,"0x17E,0x27F,0x177,0x148","2,3,2,2","1,1,1,1","0,0,0,0","0,1,0,0"
928,1,0xA96A,0xA96B,0x2533,0xB613,"0x16A,0x16B,0x133,0x213","2,2,2,3","0,0,1,1","1,1,0,0","1,1,0,1"
929,1,0xB668,0xA969,0xB612,0xB613,"0x268,0x169,0x212,0x213","3,2,3,3","1,0,1,1","0,1,0,0","1,1,1,1"
930,1,0xB602,0x2503,0x2502,0x2503,"0x202,0x103,0x102,0x103","3,2,2,2","1,1,1,1","0,0,0,0","1,0,0,0"
931,1,0xB602,0xB603,0xB602,0x2503,"0x202,0x203,0x202,0x103","3,3,3,2","1,1,1,1","0,0,0,0","1,1,1,0"
932,1,0xA902,0xB603,0x2602,0x2503,"0x102,0x203,0x202,0x103","2,3,2,2","0,1,1,1","1,0,0,0","1,1,0,0"
933,1,0xA902,0x2503,0x2502,0x2503,"0x102,0x103,0x102,0x103","2,2,2,2","0,1,1,1","1,0,0,0","1,0,0,0"
934,1,0xB602,0xB603,0x2502,0x2503,"0x202,0x203,0x102,0x103","3,3,2,2","1,1,1,1","0,0,0,0","1,1,0,0"
935,1,0xA902,0x2503,0x2567,0xB639,"0x102,0x103,0x167,0x239","2,2,2,3","0,1,1,1","1,0,0,0","1,0,0,1"
936,1,0xB602,0xA903,0xB667,0x2539,"0x202,0x103,0x267,0x139","3,2,3,2","1,0,1,1","0,1,0,0","1,1,1,0"
937,1,0xB602,0xA903,0x2567,0x2539,"0x202,0x103,0x167,0x139","3,2,2,2","1,0,1,1","0,1,0,0","1,1,0,0"
938,1,0xA902,0xA903,0xA967,0xA939,"0x102,0x103,0x167,0x139","2,2,2,2","0,0,0,0","1,1,1,1","1,1,1,1"
939,1,0xB602,0xB603,0xB604,0x2505,"0x202,0x203,0x204,0x105","3,3,3,2","1,1,1,1","0,0,0,0","1,1,1,0"
940,1,0x2602,0xB603,0x2504,0x2505,"0x202,0x203,0x104,0x105","2,3,2,2","1,1,1,1","0,0,0,0","0,1,0,0"
941,1,0x3D04,0x3C05,0x3C04,0x3A05,"0x104,0x005,0x004,0x205","3,3,3,3","1,1,1,0","1,1,1,1","0,0,0,0"
942,1,0x3A04,0x3A05,0x3B4C,0x364D,"0x204,0x205,0x34C,0x24D","3,3,3,3","0,0,0,1","1,1,1,0","0,0,0,0"
943,1,0x3B04,0x5805,0x364E,0x364F,"0x304,0x005,0x24E,0x24F","3,5,3,3","0,0,1,1","1,1,0,0","0,0,0,0"
944,1,0x5804,0x5805,0x3604,0x3605,"0x004,0x005,0x204,0x205","5,5,3,3","0,0,1,1","1,1,0,0","0,0,0,0"
945,1,0x3C04,0x3D05,0x3C04,0x3B05,"0x004,0x105,0x004,0x305","3,3,3,3","1,1,1,0","1,1,1,1","0,0,0,0"
946,1,0x3A04,0x3B05,0x3604,0x3605,"0x204,0x305,0x204,0x205","3,3,3,3","0,0,1,1","1,1,0,0","0,0,0,0"
947,1,0x584C,0x584D,0x2904,0x3605,"0x04C,0x04D,0x104,0x205","5,5,2,3","0,0,0,1","1,1,1,0","0,0,0,0"
948,1,0x584E,0x584F,0x2904,0x3A05,"0x04E,0x04F,0x104,0x205","5,5,2,3","0,0,0,0","1,1,1,1","0,0,0,0"
949,1,0x3C04,0x3C05,0x3967,0x3B39,"0x004,0x005,0x167,0x339","3,3,3,3","1,1,0,0","1,1,1,1","0,0,0,0"
950,1,0x3A04,0x3B05,0x2967,0x2939,"0x204,0x305,0x167,0x139","3,3,2,2","0,0,0,0","1,1,1,1","0,0,0,0"
951,1,0x5804,0x5805,0x2967,0x2939,"0x004,0x005,0x167,0x139","5,5,2,2","0,0,0,0","1,1,1,1","0,0,0,0"
952,1,0x582A,0x582A,0x2967,0x2939,"0x02A,0x02A,0x167,0x139","5,5,2,2","0,0,0,0","1,1,1,1","0,0,0,0"
953,1,0x3C2A,0x3A2A,0x3B67,0x3B39,"0x02A,0x22A,0x367,0x339","3,3,3,3","1,0,0,0","1,1,1,1","0,0,0,0"
954,1,0x3B2A,0x582A,0x2967,0x2939,"0x32A,0x02A,0x167,0x139","3,5,2,2","0,0,0,0","1,1,1,1","0,0,0,0"
955,1,0x3604,0x5805,0x2923,0x2903,"0x204,0x005,0x123,0x103","3,5,2,2","1,0,0,0","0,1,1,1","0,0,0,0"
956,1,0x3606,0x5807,0x2602,0x2603,"0x206,0x007,0x202,0x203","3,5,2,2","1,0,1,1","0,1,0,0","0,0,0,0"
957,1,0x5812,0x3B13,0x3612,0x5813,"0x012,0x313,0x212,0x013","5,3,3,5","0,0,1,0","1,1,0,1","0,0,0,0"
958,1,0x5812,0x5813,0x3A12,0x2913,"0x012,0x013,0x212,0x113","5,5,3,2","0,0,0,0","1,1,1,1","0,0,0,0"
959,1,0x5812,0x5813,0x3612,0x2913,"0x012,0x013,0x212,0x113","5,5,3,2","0,0,1,0","1,1,0,1","0,0,0,0"
960,1,0x5812,0x3B13,0x3612,0x3B13,"0x012,0x313,0x212,0x313","5,3,3,3","0,0,1,0","1,1,0,1","0,0,0,0"
961,1,0x5812,0x5813,0x2912,0x2913,"0x012,0x013,0x112,0x113","5,5,2,2","0,0,0,0","1,1,1,1","0,0,0,0"
962,1,0x5812,0x5813,0x2977,0x2948,"0x012,0x013,0x177,0x148","5,5,2,2","0,0,0,0","1,1,1,1","0,0,0,0"
963,1,0x5812,0x3B13,0x2977,0x3B48,"0x012,0x313,0x177,0x348","5,3,2,3","0,0,0,0","1,1,1,1","0,0,0,0"
964,1,0x3A12,0x3C13,0x3B77,0x3A48,"0x212,0x013,0x377,0x248","3,3,3,3","0,1,0,0","1,1,1,1","0,0,0,0"
965,1,0x5812,0x3613,0x2677,0x2648,"0x012,0x213,0x277,0x248","5,3,2,2","0,1,1,1","1,0,0,0","0,0,0,0"
966,1,0x5812,0x3613,0x2914,0x2904,"0x012,0x213,0x114,0x104","5,3,2,2","0,1,0,0","1,0,1,1","0,0,0,0"
967,1,0x5812,0x3B13,0x2914,0x3B04,"0x012,0x313,0x114,0x304","5,3,2,3","0,0,0,0","1,1,1,1","0,0,0,0"
968,1,0x3A12,0x3A13,0x3B14,0x3B04,"0x212,0x213,0x314,0x304","3,3,3,3","0,0,0,0","1,1,1,1","0,0,0,0"
969,1,0xCA14,0xCA04,0xD914,0xD949,"0x214,0x204,0x114,0x149","4,4,5,5","0,0,0,0","1,1,1,1","1,1,1,1"
970,1,0xCA14,0xCA04,0xDB5C,0xCA5D,"0x214,0x204,0x35C,0x25D","4,4,5,4","0,0,0,0","1,1,1,1","1,1,1,1"
971,1,0xCA14,0xCA04,0xDB5E,0xDB5F,"0x214,0x204,0x35E,0x35F","4,4,5,5","0,0,0,0","1,1,1,1","1,1,1,1"
972,1,0xCA14,0xCA04,0xDB4A,0xCA04,"0x214,0x204,0x34A,0x204","4,4,5,4","0,0,0,0","1,1,1,1","1,1,1,1"
973,1,0xCA14,0xD904,0xD914,0xD904,"0x214,0x104,0x114,0x104","4,5,5,5","0,0,0,0","1,1,1,1","1,1,1,1"
974,1,0xD914,0xDB49,0xD914,0xDB04,"0x114,0x349,0x114,0x304","5,5,5,5","0,0,0,0","1,1,1,1","1,1,1,1"
975,1,0xCA5C,0xCA5D,0xCA14,0xDB04,"0x25C,0x25D,0x214,0x304","4,4,4,5","0,0,0,0","1,1,1,1","1,1,1,1"
976,1,0xDB5E,0xCA5F,0xDB14,0xCA04,"0x35E,0x25F,0x314,0x204","5,4,5,4","0,0,0,0","1,1,1,1","1,1,1,1"
977,1,0xD94A,0xCA04,0xD977,0xD948,"0x14A,0x204,0x177,0x148","5,4,5,5","0,0,0,0","1,1,1,1","1,1,1,1"
978,1,0xCA14,0xCA04,0xD977,0xD948,"0x214,0x204,0x177,0x148","4,4,5,5","0,0,0,0","1,1,1,1","1,1,1,1"
979,1,0xDB14,0xDB04,0xDB77,0xCA48,"0x314,0x304,0x377,0x248","5,5,5,4","0,0,0,0","1,1,1,1","1,1,1,1"
980,1,0xDB3A,0xCA3A,0xDB77,0xCA48,"0x33A,0x23A,0x377,0x248","5,4,5,4","0,0,0,0","1,1,1,1","1,1,1,1"
981,1,0xD93A,0xD93A,0xCA77,0xCA48,"0x13A,0x13A,0x277,0x248","5,5,4,4","0,0,0,0","1,1,1,1","1,1,1,1"
982,1,0xCA3A,0xDB3A,0xCA77,0xCA48,"0x23A,0x33A,0x277,0x248","4,5,4,4","0,0,0,0","1,1,1,1","1,1,1,1"
983,1,0xDB14,0xDB04,0xCA33,0xCA13,"0x314,0x304,0x233,0x213","5,5,4,4","0,0,0,0","1,1,1,1","1,1,1,1"
984,1,0xDB16,0xCA17,0xCA12,0x2613,"0x316,0x217,0x212,0x213","5,4,4,2","0,0,0,1","1,1,1,0","1,1,1,0"
985,1,0x2502,0x3B03,0x3B02,0x5C03,"0x102,0x303,0x302,0x003","2,3,3,5","1,0,0,1","0,1,1,1","0,0,0,0"
986,1,0x2502,0x2503,0x5D02,0x5C03,"0x102,0x103,0x102,0x003","2,2,5,5","1,1,1,1","0,0,1,1","0,0,0,0"
987,1,0x3B02,0x2503,0x5C02,0x5D03,"0x302,0x103,0x002,0x103","3,2,5,5","0,1,1,1","1,0,1,1","0,0,0,0"
988,1,0x2602,0x2503,0x2502,0x3B03,"0x202,0x103,0x102,0x303","2,2,2,3","1,1,1,0","0,0,0,1","0,0,0,0"
989,1,0x2502,0x2503,0x3B02,0x3B03,"0x102,0x103,0x302,0x303","2,2,3,3","1,1,0,0","0,0,1,1","0,0,0,0"
990,1,0x3B02,0x2503,0x5C02,0x5E03,"0x302,0x103,0x002,0x203","3,2,5,5","0,1,1,1","1,0,1,1","0,0,0,0"
991,1,0x5C02,0x3B03,0x5D02,0x3B03,"0x002,0x303,0x102,0x303","5,3,5,3","1,0,1,0","1,1,1,1","0,0,0,0"
992,1,0x2502,0x3A03,0x3A67,0x5C39,"0x102,0x203,0x267,0x039","2,3,3,5","1,0,0,1","0,1,1,1","0,0,0,0"
993,1,0x3B02,0x3B03,0x5C04,0x5D05,"0x302,0x303,0x004,0x105","3,3,5,5","0,0,1,1","1,1,1,1","0,0,0,0"
994,1,0x3A02,0x3B03,0x5D67,0x5D39,"0x202,0x303,0x167,0x139","3,3,5,5","0,0,1,1","1,1,1,1","0,0,0,0"
995,1,0x2602,0x3B03,0x2567,0x2539,"0x202,0x303,0x167,0x139","2,3,2,2","1,0,1,1","0,1,0,0","0,0,0,0"
996,1,0x3A02,0x3B03,0x2567,0x3B39,"0x202,0x303,0x167,0x339","3,3,2,3","0,0,1,0","1,1,0,1","0,0,0,0"
997,1,0x5C02,0x3B03,0x5D67,0x3B39,"0x002,0x303,0x167,0x339","5,3,5,3","1,0,1,0","1,1,1,1","0,0,0,0"
998,1,0x3B02,0x3B03,0x5D04,0x3B05,"0x302,0x303,0x104,0x305","3,3,5,3","0,0,1,0","1,1,1,1","0,0,0,0"
999,1,0x2504,0x2505,0x3B46,0x3B47,"0x104,0x105,0x346,0x347","2,2,3,3","1,1,0,0","0,0,1,1","0,0,0,0"
1000,1,0x5E04,0x3B05,0x2A6C,0x3B6D,"0x204,0x305,0x26C,0x36D","5,3,2,3","1,0,0,0","1,1,1,1","0,0,0,0"
1001,1,0x2504,0x3B05,0x3B6E,0x3B6F,"0x104,0x305,0x36E,0x36F","2,3,3,3","1,0,0,0","0,1,1,1","0,0,0,0"
1002,1,0x3B04,0x2505,0x5C44,0x3A45,"0x304,0x105,0x044,0x245","3,2,5,3","0,1,1,0","1,0,1,1","0,0,0,0"
1003,1,0x3B04,0x5E05,0x3B4E,0x3A4F,"0x304,0x205,0x34E,0x24F","3,5,3,3","0,1,0,0","1,1,1,1","0,0,0,0"
1004,1,0x5E58,0x5E59,0x3B04,0x3B05,"0x258,0x259,0x304,0x305","5,5,3,3","1,1,0,0","1,1,1,1","0,0,0,0"
1005,1,0x3B6C,0x3B6D,0x5C04,0x5C05,"0x36C,0x36D,0x004,0x005","3,3,5,5","0,0,1,1","1,1,1,1","0,0,0,0"
1006,1,0x256E,0x266F,0x5C4C,0x5C4D,"0x16E,0x26F,0x04C,0x04D","2,2,5,5","1,1,1,1","0,0,1,1","0,0,0,0"
1007,1,0x5E44,0x5E45,0x3B4E,0x3A4F,"0x244,0x245,0x34E,0x24F","5,5,3,3","1,1,0,0","1,1,1,1","0,0,0,0"
1008,1,0x5D4E,0x2A4F,0x3B04,0x5C05,"0x14E,0x24F,0x304,0x005","5,2,3,5","1,0,0,1","1,1,1,1","0,0,0,0"
1009,1,0x2A04,0x3B05,0x5C04,0x5E05,"0x204,0x305,0x004,0x205","2,3,5,5","0,0,1,1","1,1,1,1","0,0,0,0"
1010,1,0x3B2A,0x3B2A,0x5D04,0x3B05,"0x32A,0x32A,0x104,0x305","3,3,5,3","0,0,1,0","1,1,1,1","0,0,0,0"
1011,1,0x3B08,0x2A0A,0x3A04,0x3B05,"0x308,0x20A,0x204,0x305","3,2,3,3","0,0,0,0","1,1,1,1","0,0,0,0"
1012,1,0x2A2A,0x2A2A,0x3B35,0x3B31,"0x22A,0x22A,0x335,0x331","2,2,3,3","0,0,0,0","1,1,1,1","0,0,0,0"
1013,1,0x3B04,0x3A05,0x5D02,0x5D03,"0x304,0x205,0x102,0x103","3,3,5,5","0,0,1,1","1,1,1,1","0,0,0,0"
1014,1,0x3B4C,0x254D,0x5D02,0x5C03,"0x34C,0x14D,0x102,0x003","3,2,5,5","0,1,1,1","1,0,1,1","0,0,0,0"
1015,1,0x2812,0x2513,0x3312,0x3313,"0x012,0x113,0x312,0x313","2,2,3,3","0,1,0,0","1,0,0,0","0,0,0,0"
1016,1,0x2512,0x2813,0x3412,0x3513,"0x112,0x013,0x012,0x113","2,2,3,3","1,0,1,1","0,1,0,0","0,0,0,0"
1017,1,0x2812,0x2513,0x3312,0x3413,"0x012,0x113,0x312,0x013","2,2,3,3","0,1,0,1","1,0,0,0","0,0,0,0"
1018,1,0x2512,0x2513,0x3312,0x3313,"0x112,0x113,0x312,0x313","2,2,3,3","1,1,0,0","0,0,0,0","0,0,0,0"
1019,1,0x3312,0x2813,0x3312,0x2613,"0x312,0x013,0x312,0x213","3,2,3,2","0,0,0,1","0,1,0,0","0,0,0,0"
1020,1,0x2812,0x3313,0x3412,0x3313,"0x012,0x313,0x012,0x313","2,3,3,3","0,0,1,0","1,0,0,0","0,0,0,0"
1021,1,0x3312,0x2813,0x3512,0x3513,"0x312,0x013,0x112,0x113","3,2,3,3","0,0,1,1","0,1,0,0","0,0,0,0"
1022,1,0x2512,0x2813,0x3512,0x3413,"0x112,0x013,0x112,0x013","2,2,3,3","1,0,1,1","0,1,0,0","0,0,0,0"
1023,1,0x3312,0x3313,0x3512,0x3413,"0x312,0x313,0x112,0x013","3,3,3,3","0,0,1,1","0,0,0,0","0,0,0,0"
1024,1,0x3312,0x3313,0x3577,0x3348,"0x312,0x313,0x177,0x348","3,3,3,3","0,0,1,0","0,0,0,0","0,0,0,0"
1025,1,0x3312,0x3313,0x3414,0x3504,"0x312,0x313,0x014,0x104","3,3,3,3","0,0,1,1","0,0,0,0","0,0,0,0"
1026,1,0x2812,0x3313,0x2677,0x3448,"0x012,0x313,0x277,0x048","2,3,2,3","0,0,1,1","1,0,0,0","0,0,0,0"
1027,1,0x3512,0x3313,0x3577,0x3548,"0x112,0x313,0x177,0x148","3,3,3,3","1,0,1,1","0,0,0,0","0,0,0,0"
1028,1,0x3312,0x3313,0x3377,0x3548,"0x312,0x313,0x377,0x148","3,3,3,3","0,0,0,1","0,0,0,0","0,0,0,0"
1029,1,0x3512,0x3513,0x3577,0x3548,"0x112,0x113,0x177,0x148","3,3,3,3","1,1,1,1","0,0,0,0","0,0,0,0"
1030,1,0x3312,0x3313,0x3414,0x3304,"0x312,0x313,0x014,0x304","3,3,3,3","0,0,1,0","0,0,0,0","0,0,0,0"
1031,1,0x2514,0x2804,0x255E,0x2856,"0x114,0x004,0x15E,0x056","2,2,2,2","1,0,1,0","0,1,0,1","0,0,0,0"
1032,1,0x3314,0x3304,0x3357,0x337D,"0x314,0x304,0x357,0x37D","3,3,3,3","0,0,0,0","0,0,0,0","0,0,0,0"
